DataValue,LocalDateTime,UTCOffset,SiteCode,VariableCode,CensorCode,SourceID,QualityControlLevelID,MethodDescription
2.7,8/7/1990 0:00,7,PHANTHIET,E,,1,,Manual
2.8,8/8/1990 0:00,7,PHANTHIET,E,,1,,Manual
3.8,8/9/1990 0:00,7,PHANTHIET,E,,1,,Manual
2.8,8/10/1990 0:00,7,PHANTHIET,E,,1,,Manual
3.3,8/11/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.8,8/12/1990 0:00,7,PHANTHIET,E,,1,,Manual
3,8/13/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.4,8/14/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.6,8/15/1990 0:00,7,PHANTHIET,E,,1,,Manual
3,8/16/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.4,8/17/1990 0:00,7,PHANTHIET,E,,1,,Manual
3.9,8/18/1990 0:00,7,PHANTHIET,E,,1,,Manual
3.2,8/19/1990 0:00,7,PHANTHIET,E,,1,,Manual
3.6,8/20/1990 0:00,7,PHANTHIET,E,,1,,Manual
5.4,8/21/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.2,8/22/1990 0:00,7,PHANTHIET,E,,1,,Manual
4,8/23/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.6,8/24/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.9,8/25/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.8,8/26/1990 0:00,7,PHANTHIET,E,,1,,Manual
3.4,8/27/1990 0:00,7,PHANTHIET,E,,1,,Manual
2.6,8/28/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.2,8/29/1990 0:00,7,PHANTHIET,E,,1,,Manual
3.7,8/30/1990 0:00,7,PHANTHIET,E,,1,,Manual
3.1,8/31/1990 0:00,7,PHANTHIET,E,,1,,Manual
5.6,9/1/1990 0:00,7,PHANTHIET,E,,1,,Manual
2.7,9/2/1990 0:00,7,PHANTHIET,E,,1,,Manual
2.1,9/3/1990 0:00,7,PHANTHIET,E,,1,,Manual
1.6,9/4/1990 0:00,7,PHANTHIET,E,,1,,Manual
2.6,9/5/1990 0:00,7,PHANTHIET,E,,1,,Manual
5.1,9/6/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.6,9/7/1990 0:00,7,PHANTHIET,E,,1,,Manual
5.4,9/8/1990 0:00,7,PHANTHIET,E,,1,,Manual
3.6,9/9/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.6,9/10/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.2,9/11/1990 0:00,7,PHANTHIET,E,,1,,Manual
5,9/12/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.2,9/13/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.4,9/14/1990 0:00,7,PHANTHIET,E,,1,,Manual
3,9/15/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.9,9/16/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.8,9/17/1990 0:00,7,PHANTHIET,E,,1,,Manual
3,9/18/1990 0:00,7,PHANTHIET,E,,1,,Manual
3,9/19/1990 0:00,7,PHANTHIET,E,,1,,Manual
3.5,9/20/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.1,9/21/1990 0:00,7,PHANTHIET,E,,1,,Manual
2.8,9/22/1990 0:00,7,PHANTHIET,E,,1,,Manual
3.3,9/23/1990 0:00,7,PHANTHIET,E,,1,,Manual
3.3,9/24/1990 0:00,7,PHANTHIET,E,,1,,Manual
3,9/25/1990 0:00,7,PHANTHIET,E,,1,,Manual
3.4,9/26/1990 0:00,7,PHANTHIET,E,,1,,Manual
2.8,9/27/1990 0:00,7,PHANTHIET,E,,1,,Manual
2.2,9/28/1990 0:00,7,PHANTHIET,E,,1,,Manual
1.2,9/29/1990 0:00,7,PHANTHIET,E,,1,,Manual
2.1,9/30/1990 0:00,7,PHANTHIET,E,,1,,Manual
1.9,10/1/1990 0:00,7,PHANTHIET,E,,1,,Manual
2,10/2/1990 0:00,7,PHANTHIET,E,,1,,Manual
2.2,10/3/1990 0:00,7,PHANTHIET,E,,1,,Manual
1.2,10/4/1990 0:00,7,PHANTHIET,E,,1,,Manual
1.7,10/5/1990 0:00,7,PHANTHIET,E,,1,,Manual
5.7,10/6/1990 0:00,7,PHANTHIET,E,,1,,Manual
2.6,10/7/1990 0:00,7,PHANTHIET,E,,1,,Manual
2.3,10/8/1990 0:00,7,PHANTHIET,E,,1,,Manual
2.9,10/9/1990 0:00,7,PHANTHIET,E,,1,,Manual
3.5,10/10/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.5,10/11/1990 0:00,7,PHANTHIET,E,,1,,Manual
2.7,10/12/1990 0:00,7,PHANTHIET,E,,1,,Manual
3,10/13/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.3,10/14/1990 0:00,7,PHANTHIET,E,,1,,Manual
3.5,10/15/1990 0:00,7,PHANTHIET,E,,1,,Manual
3.7,10/16/1990 0:00,7,PHANTHIET,E,,1,,Manual
2.2,10/17/1990 0:00,7,PHANTHIET,E,,1,,Manual
3,10/18/1990 0:00,7,PHANTHIET,E,,1,,Manual
1.5,10/19/1990 0:00,7,PHANTHIET,E,,1,,Manual
2.6,10/20/1990 0:00,7,PHANTHIET,E,,1,,Manual
2.7,10/21/1990 0:00,7,PHANTHIET,E,,1,,Manual
2.9,10/22/1990 0:00,7,PHANTHIET,E,,1,,Manual
3.4,10/23/1990 0:00,7,PHANTHIET,E,,1,,Manual
3.6,10/24/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.6,10/25/1990 0:00,7,PHANTHIET,E,,1,,Manual
5.6,10/26/1990 0:00,7,PHANTHIET,E,,1,,Manual
6.6,10/27/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.1,10/28/1990 0:00,7,PHANTHIET,E,,1,,Manual
6,10/29/1990 0:00,7,PHANTHIET,E,,1,,Manual
5.7,10/30/1990 0:00,7,PHANTHIET,E,,1,,Manual
6.5,10/31/1990 0:00,7,PHANTHIET,E,,1,,Manual
5.2,11/1/1990 0:00,7,PHANTHIET,E,,1,,Manual
5.3,11/2/1990 0:00,7,PHANTHIET,E,,1,,Manual
2.6,11/3/1990 0:00,7,PHANTHIET,E,,1,,Manual
3.2,11/4/1990 0:00,7,PHANTHIET,E,,1,,Manual
3.4,11/5/1990 0:00,7,PHANTHIET,E,,1,,Manual
3,11/6/1990 0:00,7,PHANTHIET,E,,1,,Manual
3.1,11/7/1990 0:00,7,PHANTHIET,E,,1,,Manual
2.4,11/8/1990 0:00,7,PHANTHIET,E,,1,,Manual
2.8,11/9/1990 0:00,7,PHANTHIET,E,,1,,Manual
1.3,11/10/1990 0:00,7,PHANTHIET,E,,1,,Manual
1.8,11/11/1990 0:00,7,PHANTHIET,E,,1,,Manual
3.6,11/12/1990 0:00,7,PHANTHIET,E,,1,,Manual
3,11/13/1990 0:00,7,PHANTHIET,E,,1,,Manual
3,11/14/1990 0:00,7,PHANTHIET,E,,1,,Manual
3.6,11/15/1990 0:00,7,PHANTHIET,E,,1,,Manual
5.7,11/16/1990 0:00,7,PHANTHIET,E,,1,,Manual
6,11/17/1990 0:00,7,PHANTHIET,E,,1,,Manual
3,11/18/1990 0:00,7,PHANTHIET,E,,1,,Manual
2.9,11/19/1990 0:00,7,PHANTHIET,E,,1,,Manual
2.8,11/20/1990 0:00,7,PHANTHIET,E,,1,,Manual
3.4,11/21/1990 0:00,7,PHANTHIET,E,,1,,Manual
5.8,11/22/1990 0:00,7,PHANTHIET,E,,1,,Manual
5.8,11/23/1990 0:00,7,PHANTHIET,E,,1,,Manual
7.8,11/24/1990 0:00,7,PHANTHIET,E,,1,,Manual
6.4,11/25/1990 0:00,7,PHANTHIET,E,,1,,Manual
5.2,11/26/1990 0:00,7,PHANTHIET,E,,1,,Manual
6,11/27/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.4,11/28/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.3,11/29/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.6,11/30/1990 0:00,7,PHANTHIET,E,,1,,Manual
6.4,12/1/1990 0:00,7,PHANTHIET,E,,1,,Manual
8.4,12/2/1990 0:00,7,PHANTHIET,E,,1,,Manual
5.5,12/3/1990 0:00,7,PHANTHIET,E,,1,,Manual
8.9,12/4/1990 0:00,7,PHANTHIET,E,,1,,Manual
6.9,12/5/1990 0:00,7,PHANTHIET,E,,1,,Manual
5.4,12/6/1990 0:00,7,PHANTHIET,E,,1,,Manual
5,12/7/1990 0:00,7,PHANTHIET,E,,1,,Manual
6.3,12/8/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.6,12/9/1990 0:00,7,PHANTHIET,E,,1,,Manual
5.7,12/10/1990 0:00,7,PHANTHIET,E,,1,,Manual
5.6,12/11/1990 0:00,7,PHANTHIET,E,,1,,Manual
5.8,12/12/1990 0:00,7,PHANTHIET,E,,1,,Manual
5,12/13/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.6,12/14/1990 0:00,7,PHANTHIET,E,,1,,Manual
6.1,12/15/1990 0:00,7,PHANTHIET,E,,1,,Manual
7.5,12/16/1990 0:00,7,PHANTHIET,E,,1,,Manual
5.8,12/17/1990 0:00,7,PHANTHIET,E,,1,,Manual
6,12/18/1990 0:00,7,PHANTHIET,E,,1,,Manual
5.8,12/19/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.8,12/20/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.9,12/21/1990 0:00,7,PHANTHIET,E,,1,,Manual
6.7,12/22/1990 0:00,7,PHANTHIET,E,,1,,Manual
6.9,12/23/1990 0:00,7,PHANTHIET,E,,1,,Manual
6,12/24/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.2,12/25/1990 0:00,7,PHANTHIET,E,,1,,Manual
5,12/26/1990 0:00,7,PHANTHIET,E,,1,,Manual
6.8,12/27/1990 0:00,7,PHANTHIET,E,,1,,Manual
6.9,12/28/1990 0:00,7,PHANTHIET,E,,1,,Manual
5.6,12/29/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.2,12/30/1990 0:00,7,PHANTHIET,E,,1,,Manual
3.6,12/31/1990 0:00,7,PHANTHIET,E,,1,,Manual
4.7,1/1/1991 0:00,7,PHANTHIET,E,,1,,Manual
5.8,1/2/1991 0:00,7,PHANTHIET,E,,1,,Manual
5.4,1/3/1991 0:00,7,PHANTHIET,E,,1,,Manual
4.3,1/4/1991 0:00,7,PHANTHIET,E,,1,,Manual
5.5,1/5/1991 0:00,7,PHANTHIET,E,,1,,Manual
6.4,1/6/1991 0:00,7,PHANTHIET,E,,1,,Manual
4.9,1/7/1991 0:00,7,PHANTHIET,E,,1,,Manual
4.8,1/8/1991 0:00,7,PHANTHIET,E,,1,,Manual
7,1/9/1991 0:00,7,PHANTHIET,E,,1,,Manual
6.2,1/10/1991 0:00,7,PHANTHIET,E,,1,,Manual
4.3,1/11/1991 0:00,7,PHANTHIET,E,,1,,Manual
4.6,1/12/1991 0:00,7,PHANTHIET,E,,1,,Manual
5.2,1/13/1991 0:00,7,PHANTHIET,E,,1,,Manual
6.4,1/14/1991 0:00,7,PHANTHIET,E,,1,,Manual
7.8,1/15/1991 0:00,7,PHANTHIET,E,,1,,Manual
6.2,1/16/1991 0:00,7,PHANTHIET,E,,1,,Manual
7.1,1/17/1991 0:00,7,PHANTHIET,E,,1,,Manual
5,1/18/1991 0:00,7,PHANTHIET,E,,1,,Manual
4,1/19/1991 0:00,7,PHANTHIET,E,,1,,Manual
4,1/20/1991 0:00,7,PHANTHIET,E,,1,,Manual
3.3,1/21/1991 0:00,7,PHANTHIET,E,,1,,Manual
4,1/22/1991 0:00,7,PHANTHIET,E,,1,,Manual
4.8,1/23/1991 0:00,7,PHANTHIET,E,,1,,Manual
5.8,1/24/1991 0:00,7,PHANTHIET,E,,1,,Manual
5,1/25/1991 0:00,7,PHANTHIET,E,,1,,Manual
6.4,1/26/1991 0:00,7,PHANTHIET,E,,1,,Manual
5.5,1/27/1991 0:00,7,PHANTHIET,E,,1,,Manual
6,1/28/1991 0:00,7,PHANTHIET,E,,1,,Manual
5.8,1/29/1991 0:00,7,PHANTHIET,E,,1,,Manual
5.7,1/30/1991 0:00,7,PHANTHIET,E,,1,,Manual
6.5,1/31/1991 0:00,7,PHANTHIET,E,,1,,Manual
4.9,2/1/1991 0:00,7,PHANTHIET,E,,1,,Manual
5.2,2/2/1991 0:00,7,PHANTHIET,E,,1,,Manual
6,2/3/1991 0:00,7,PHANTHIET,E,,1,,Manual
5.9,2/4/1991 0:00,7,PHANTHIET,E,,1,,Manual
